Ticker,Latest Price ($),Daily Return,Volatility,Predicted Prob Up (%),Accuracy (%),Precision (%),Recall (%),F1 Score (%),RSI_14,Top Features,Score,Rating,Model
JPM,282.8399963378906,-0.030240715948275154,0.013665277524982542,66.45476364830974,53.26315789473684,39.5571969485013,36.606923959865135,36.0395115893952,39.87412379863299,"Volatility_30, Trend_MA50, Momentum_20",57.5,Neutral,lightgbm
ICE,152.6699981689453,-0.02109520648430019,0.013760833314991231,63.12849343870619,57.05263157894736,28.90252100840336,23.851150157601772,23.95171211511664,25.4762602328548,"Volatility_30, Return_10d, RSI_x_VoL",57.5,Neutral,lightgbm
OCDO.L,180.60000610351562,-0.027987066000174643,0.027101349452596308,52.23560561128334,61.25,37.95850863962319,28.489926739926744,31.99199251079648,28.82013945990424,"Volatility_30, Z_Score_20, Volume_MA_Ratio",57.4,Neutral,lightgbm
NESTE.HE,27.940000534057617,0.03750464973770229,0.03659494192277607,88.21143558137638,49.89473684210526,47.636165577342055,30.764124280639702,34.296707733489356,63.1901871000912,"Volatility_30, RSI_14, Momentum_20",57.3,Neutral,lightgbm
EXPE,225.80999755859375,-0.030192402035151833,0.04063309127539726,58.60351100757231,52.421052631578945,50.2220936957779,33.51824402987194,37.55638760245014,33.104205817478785,"Trend_x_Vol, Volatility_30, Return_10d",57.1,Neutral,lightgbm
WKL.AS,62.619998931884766,0.004813851709396966,0.01832796049834177,55.75999657300569,61.23711340206186,31.135042001915064,36.94649122807017,31.877894937471687,24.944811153725823,"Volatility_30, Return_10d, Return_5d",57.1,Neutral,lightgbm
QCOM,127.11000061035156,-0.026275416364263116,0.0147975788716411,48.255002136857236,58.10526315789474,41.149047031399974,37.75567765567766,38.94710263130496,24.29902143934835,"Volatility_30, Trend_MA50, RSI_x_VoL",57.1,Neutral,lightgbm
BAC,46.970001220703125,-0.026326708407445443,0.01651351351595282,67.77003534276282,58.31578947368422,51.714876521328144,27.481152993348115,33.5623247492576,43.55061437333074,"Volatility_30, Volume_MA_Ratio, RSI_14",56.7,Neutral,lightgbm
STX,394.5050048828125,0.037979838662407284,0.04246102166731698,69.18872552733514,45.89473684210527,52.14952709919635,47.91857542307655,44.655879354190425,52.36092096548601,"Volatility_30, RSI_x_VoL, Volume_MA_Ratio",56.6,Neutral,lightgbm
CL,84.29000091552734,0.0017827611952343503,0.014546958469417904,64.4037781561556,61.473684210526315,22.605797101449273,18.920454545454547,19.589743589743588,22.243487909921654,"Volatility_30, Volume_MA_Ratio, RSI_x_VoL",56.6,Neutral,lightgbm
C,107.37999725341797,-0.044746964192003635,0.022405473544999204,63.90504376631393,54.94736842105262,60.3073593073593,26.25079365079365,32.9604743083004,51.71515452076813,"Volatility_30, Return_10d, Volume_MA_Ratio",56.6,Neutral,lightgbm
NCC.L,111.4000015258789,-0.021089643774327094,0.020727360471391912,60.91050078615512,58.125,27.675661375661377,25.708817498291182,24.493131689982334,12.78198270652345,"Volatility_30, Return_10d, Z_Score_20",56.6,Neutral,lightgbm
AIR.PA,159.16000366210938,-0.007854348093864094,0.021312344828332483,47.04380603364447,61.03092783505154,44.56454238712303,29.137676508344033,29.331676216155483,27.356225201705087,"Volatility_30, Return_5d, Momentum_x_Vol",56.6,Neutral,lightgbm
TEL.OL,167.39999389648438,0.006614496840293027,0.008947226716498545,75.26052997932233,62.947368421052644,34.44761904761905,36.25974109719334,34.56587591728238,40.55938981864434,"Volatility_30, Return_10d, RSI_14",56.5,Neutral,lightgbm
APO,108.41999816894531,-0.01418444390227358,0.029113431082686103,80.35873367852399,51.36842105263158,34.77241828967757,35.948635643048576,34.37673868727615,50.51622174072784,"Volatility_30, RSI_14, Return_5d",56.3,Neutral,lightgbm
FLTR.L,7607.03369140625,0.0006621535656734512,0.0357521966710282,63.15509091750562,53.125,37.80759431343904,44.36261107313739,39.28329482458421,39.30728379997345,"Volatility_30, Volume_MA_Ratio, RSI_x_VoL",56.2,Neutral,lightgbm
MAR,317.5400085449219,-0.02517339576130373,0.016252625057659616,70.96817726724174,57.684210526315795,47.417933309767875,28.457015227832933,28.80737143174057,40.91202871827639,"Volatility_30, Return_10d, Volume_MA_Ratio",56.1,Neutral,lightgbm
AVGO,300.67999267578125,-0.028246462325212107,0.022055947158050607,54.986178509483594,51.1578947368421,38.94604850487203,22.05055210489993,27.79667698719148,22.995805433554324,"Volatility_30, Return_5d, Return_10d",56.1,Neutral,lightgbm
PRX.AS,38.849998474121094,0.003357366976229903,0.030691203961712127,54.15288712934267,52.371134020618555,38.22399172434932,32.63175230566535,29.233483542539922,22.063024486751033,"Volatility_30, RSI_14, Return_10d",56.1,Neutral,lightgbm
NG.L,1261.5,0.020218358269308512,0.01716716796865493,53.96164888870326,61.875,48.15762892078681,31.857571857571855,33.91991655586091,36.69724770642201,"Volatility_30, RSI_14, Return_5d",56.1,Neutral,lightgbm
PUM.DE,21.7549991607666,0.013274329600692525,0.032076594954973676,78.81270444046969,58.96907216494844,36.12267080745342,19.684204200333234,24.36849905409743,48.04978795986876,"Volatility_30, Return_5d, Z_Score_20",56.0,Neutral,lightgbm
WIZZ.L,853.0,-0.03561334087054835,0.039495370949782435,61.382549052875724,57.708333333333336,36.75747863247863,42.970219666814096,38.28602730671115,32.332155477031804,"Volatility_30, RSI_x_Trend, Momentum_x_Vol",56.0,Neutral,lightgbm
BK,114.66000366210938,-0.01705956140367515,0.01292634782844682,80.92032053748099,51.368421052631575,36.24368686868687,24.84676375980724,28.148026490417795,48.25675627475245,"Volatility_30, Trend_MA50, RSI_14",55.9,Neutral,lightgbm
BLK,933.8499755859375,-0.03573719678817666,0.020738654219350092,76.94410973040911,57.05263157894736,38.950980392156865,20.814409996855797,26.325843986340402,43.69440533521359,"Volatility_30, Return_10d, Volume_MA_Ratio",55.9,Neutral,lightgbm
MAS,60.1150016784668,0.010336162663307613,0.016923536307802096,61.74586410570424,58.94736842105264,36.84114634412118,38.30184328567424,34.81029120156293,36.920080535467456,"Volatility_30, Return_10d, RSI_x_VoL",55.9,Neutral,lightgbm
RJF,142.25,0.0065807573420770815,0.01572943595852005,69.97837361529298,56.63157894736842,31.322751322751323,19.930776606121913,23.27348539186304,33.67398574234389,"Volatility_30, Return_5d, Volume_MA_Ratio",55.6,Neutral,lightgbm
ML.PA,28.93000030517578,-0.0024137825801454627,0.017170676584428893,59.76588884287882,57.11340206185567,26.2686420722135,26.04869027407228,24.23720015209377,28.725705502845983,"Volatility_30, Return_5d, Trend_MA50",55.5,Neutral,lightgbm
TOL,131.1199951171875,-0.015837278976324587,0.019298817312587712,40.90332981836847,55.578947368421055,44.232708893834214,52.81922170154553,46.756622563074174,29.902064821717673,"Volatility_30, RSI_x_VoL, Return_5d",55.5,Neutral,lightgbm
TATE.L,352.3999938964844,0.009742102855256007,0.019451142750690265,79.32484967442775,59.375,29.611377955211776,32.6648053826322,29.33126371054605,52.46912097626082,"Volatility_30, Return_5d, Z_Score_20",55.4,Neutral,lightgbm
SSPG.L,171.5,-0.006948447999115093,0.024894264396711396,66.72678858730828,58.333333333333336,32.80952380952381,23.361217675475988,25.175447048846063,32.14286911992059,"Volatility_30, Volume_MA_Ratio, RSI_x_Trend",55.3,Neutral,lightgbm
WDAY,124.18000030517578,-0.02961632319586316,0.02870910063863116,55.627024231942045,50.526315789473685,31.46110800285836,38.48080986780677,33.7372320249852,19.64015411139337,"Volatility_30, Return_10d, Momentum_20",55.3,Neutral,lightgbm
NXT.L,12445.0,0.004844570044408636,0.01542523061535819,70.4668634939438,60.0,38.09306895171862,42.81496997626029,36.62288786482335,40.34582132564841,"Volatility_30, Trend_MA50, Return_10d",55.2,Neutral,lightgbm
SAN.MC,9.440999984741211,0.004148006352148181,0.02813930702929747,56.317638378324254,55.4639175257732,46.91519030228708,27.24077989194268,32.64797490160218,36.99316787052626,"Volatility_30, Return_10d, Volume_MA_Ratio",55.2,Neutral,lightgbm
TMO,473.3599853515625,-0.031686653489931715,0.01669651660086772,58.79515522979315,61.26315789473684,36.82633053221288,40.1941391941392,32.900410783972134,32.6410515760183,"Volatility_30, Z_Score_20, RSI_x_VoL",54.9,Neutral,lightgbm
BLDR,81.65499877929688,0.01523061630577005,0.02671541822306067,58.74883026948019,57.05263157894738,36.31111000233608,43.43583269094198,39.19607665204959,32.6203230963403,"Volatility_30, RSI_x_VoL, Z_Score_20",54.9,Neutral,lightgbm
UHS,184.0399932861328,-0.005672932478970827,0.02331460513485161,57.51300702044563,57.89473684210526,43.67315347191508,22.103850329545594,29.020293549363316,38.021391609293616,"Volatility_30, Return_5d, Z_Score_20",54.9,Neutral,lightgbm
MCG.L,17.18199920654297,-0.06006572422640477,0.08002515423898957,56.493090558995384,55.208333333333336,29.73705379587733,25.12447051156729,24.721929121118755,14.325199339258788,"Volatility_30, RSI_14, Return_10d",54.8,Neutral,lightgbm
META,525.719970703125,-0.03985098476796356,0.0219748919482953,48.25125988413783,51.06382978723405,38.73642535399143,38.29794622114254,37.3595228946819,17.783192923118293,"Volatility_30, RSI_x_VoL, Return_5d",54.8,Neutral,lightgbm
SJM,94.78170013427734,-0.004812030027003256,0.02208806734593234,57.44368471073032,61.894736842105274,25.06433101781939,20.17136730779909,20.302542069459363,1.4884790907217962,"Volatility_30, Z_Score_20, Return_5d",54.7,Neutral,lightgbm
PHNX.L,663.5,-0.010439970171513768,0.018568389791821172,52.57286316616895,62.94736842105264,48.513149093469465,21.461038961038962,25.68697250556961,39.11290322580645,"Volatility_30, RSI_14, Volume_MA_Ratio",54.6,Neutral,lightgbm
